month,metro,median_sale_price,price_yoy,homes_sold,median_dom,new_listings,active_listings
2021-03-01,"El Paso, TX",185000,10.15,891,32,941,3070
2021-02-01,"El Paso, TX",187725,13.12,920,26,1046,3152
2021-01-01,"El Paso, TX",184950,14.17,1000,33,950,3194
2020-12-01,"El Paso, TX",184772,8.69,937,33,1107,3272
2020-11-01,"El Paso, TX",180950,7.91,954,35,1019,3221
2020-10-01,"El Paso, TX",182500,12.65,958,37,967,3296
2020-09-01,"El Paso, TX",182950,10.88,978,37,1020,3429
2020-08-01,"El Paso, TX",181950,10.27,907,52,1181,3473
2020-07-01,"El Paso, TX",178950,8.52,868,47,960,3360
2020-06-01,"El Paso, TX",174500,5.76,790,63,962,3529
2020-05-01,"El Paso, TX",170000,4.29,669,55,842,3689
2020-04-01,"El Paso, TX",165250,3.61,687,54,702,3743
2020-03-01,"El Paso, TX",167950,8.35,724,46,908,3892
2020-02-01,"El Paso, TX",165950,3.4,747,47,996,3981
2020-01-01,"El Paso, TX",162000,8.07,861,51,1071,3967
2019-12-01,"El Paso, TX",170000,7.63,752,55,973,3796
2019-11-01,"El Paso, TX",167692,8.22,770,55,871,3794
2019-10-01,"El Paso, TX",162000,4.21,766,51,964,3879
2019-09-01,"El Paso, TX",165000,6.45,688,52,967,3813
2019-08-01,"El Paso, TX",165000,6.75,776,48,925,3797
2019-07-01,"El Paso, TX",164900,4.23,708,50,1016,3843
2019-06-01,"El Paso, TX",165000,6.45,729,51,1010,3792
2019-05-01,"El Paso, TX",163000,5.88,836,54,898,3757
2019-04-01,"El Paso, TX",159500,3.2,766,58,962,3835
2019-03-01,"El Paso, TX",155000,3.33,765,57,909,3789
2019-02-01,"El Paso, TX",160500,10.69,727,55,914,3870
2019-01-01,"El Paso, TX",149900,2.67,725,63,864,3916
2026-05-01,"Elgin, IL",393786,7.59,851,57,1009,3359
2026-04-01,"Elgin, IL",385000,7.39,822,53,973,3261
2026-03-01,"Elgin, IL",366640,5.81,860,54,1003,3211
2026-02-01,"Elgin, IL",366840,9.34,811,60,980,3106
2026-01-01,"Elgin, IL",355500,5.8,775,56,913,3037
2025-12-01,"Elgin, IL",368000,10.18,824,55,897,3038
2025-11-01,"Elgin, IL",369995,8.82,794,55,892,3065
2025-10-01,"Elgin, IL",375000,7.45,778,54,936,3024
2025-09-01,"Elgin, IL",365000,4.29,760,56,900,2949
2025-08-01,"Elgin, IL",370000,2.78,768,53,910,2917
2025-07-01,"Elgin, IL",377550,1.49,779,55,911,2886
2025-06-01,"Elgin, IL",386500,7.36,763,52,886,2820
2025-05-01,"Elgin, IL",366000,0.76,764,54,889,2794
2025-04-01,"Elgin, IL",358500,2.43,790,51,896,2802
2025-03-01,"Elgin, IL",346500,0.46,726,49,887,2818
2025-02-01,"Elgin, IL",335500,1.61,836,47,879,2858
2025-01-01,"Elgin, IL",336000,5.99,857,51,896,2889
2024-12-01,"Elgin, IL",334000,10.6,769,51,947,2880
2024-11-01,"Elgin, IL",340000,3.03,808,51,891,2799
2024-10-01,"Elgin, IL",349000,5.76,777,52,886,2766
2024-09-01,"Elgin, IL",349990,6.06,743,51,857,2697
2024-08-01,"Elgin, IL",360000,5.88,756,52,847,2620
2024-07-01,"Elgin, IL",372000,12.73,733,52,830,2604
2024-06-01,"Elgin, IL",360000,5.88,722,53,828,2583
2024-05-01,"Elgin, IL",363250,10.08,737,53,850,2601
2024-04-01,"Elgin, IL",350000,7.69,747,51,818,2617
2024-03-01,"Elgin, IL",344900,11.26,760,48,836,2613
2024-02-01,"Elgin, IL",330173,15.85,705,49,828,2582
2024-01-01,"Elgin, IL",317000,9.31,721,49,816,2607
2023-12-01,"Elgin, IL",302000,3.78,718,46,803,2658
2023-11-01,"Elgin, IL",330000,10.37,759,49,890,2611
2023-10-01,"Elgin, IL",330000,10.37,739,49,815,2511
2023-09-01,"Elgin, IL",329990,10.71,742,48,859,2464
2023-08-01,"Elgin, IL",340000,9.68,750,50,806,2407
2023-07-01,"Elgin, IL",330000,6.45,720,53,805,2347
2023-06-01,"Elgin, IL",340000,7.94,720,53,798,2370
2023-05-01,"Elgin, IL",330000,6.45,708,51,770,2403
2023-04-01,"Elgin, IL",325000,6.56,746,56,805,2494
2023-03-01,"Elgin, IL",310000,6.9,770,49,770,2528
2023-02-01,"Elgin, IL",285000,2.89,823,51,828,2759
2023-01-01,"Elgin, IL",290000,10.27,758,55,839,2856
2022-12-01,"Elgin, IL",291000,8.48,758,51,850,2879
2022-11-01,"Elgin, IL",299000,4.91,758,53,840,2870
2022-10-01,"Elgin, IL",299000,10.74,860,52,857,2947
2022-09-01,"Elgin, IL",298075,9.59,895,54,896,3056
2022-08-01,"Elgin, IL",310000,10.71,878,53,929,3107
2022-07-01,"Elgin, IL",310000,6.68,929,56,972,3238
2022-06-01,"Elgin, IL",315000,10.53,928,54,1081,3333
2022-05-01,"Elgin, IL",310000,12.73,989,51,1061,3204
2022-04-01,"Elgin, IL",305000,8.93,953,48,1103,3158
2022-03-01,"Elgin, IL",290000,7.79,988,44,1057,3119
2022-02-01,"Elgin, IL",277000,14.23,1038,33,1091,2977
2022-01-01,"Elgin, IL",263000,2.24,1120,14,1141,2764
2021-12-01,"Elgin, IL",268250,8.41,1174,14,1198,2587
2021-11-01,"Elgin, IL",285000,9.62,1169,13,1235,2562
2021-10-01,"Elgin, IL",270000,3.85,1198,11,1211,2514
2021-09-01,"Elgin, IL",272000,8.75,1172,10,1197,2487
2021-08-01,"Elgin, IL",280000,10.89,1175,9,1252,2519
2021-07-01,"Elgin, IL",290584,14.09,1130,7,1261,2376
2021-06-01,"Elgin, IL",285000,14.05,1158,7,1188,2230
2021-05-01,"Elgin, IL",275000,14.14,1071,6,1269,2358
2021-04-01,"Elgin, IL",279995,17.15,1090,7,1204,2397
2021-03-01,"Elgin, IL",269050,15.63,1104,13,1218,2448
2021-02-01,"Elgin, IL",242500,11.75,1085,15,1133,2578
2021-01-01,"Elgin, IL",257250,13.33,1178,15,1212,2904
2020-12-01,"Elgin, IL",247450,15.09,1194,16,1309,2718
2020-11-01,"Elgin, IL",260000,10.64,1321,15,1173,2684
2020-10-01,"Elgin, IL",260000,13.04,1292,17,1264,2765
2020-09-01,"Elgin, IL",250125,16.34,1273,19,1253,2779
2020-08-01,"Elgin, IL",252500,6.54,1207,19,1222,2865
2020-07-01,"Elgin, IL",254700,11.38,1181,29,1214,2991
2020-06-01,"Elgin, IL",249900,4.13,869,35,1116,3089
2020-05-01,"Elgin, IL",240932,4.75,744,37,1008,3153
2020-04-01,"Elgin, IL",239000,2.58,935,65,711,3651
2020-03-01,"Elgin, IL",232685,4.7,1009,72,1124,4935
2020-02-01,"Elgin, IL",217000,0.93,978,78,1218,4912
